"(0.4078823924064636, 0.8448033332824707)","(0.46101346611976624, 0.7995867729187012)","(0.4861612915992737, 0.7456187009811401)","(0.5093091726303101, 0.7103350758552551)","(0.5307351350784302, 0.6763923168182373)","(0.43636488914489746, 0.6238263845443726)","(0.5042287707328796, 0.6551901698112488)","(0.4933706223964691, 0.7067533731460571)","(0.4702857434749603, 0.716701328754425)","(0.4307222068309784, 0.6167880296707153)","(0.5104185938835144, 0.6544883847236633)","(0.49553507566452026, 0.7118974328041077)","(0.4721655547618866, 0.7260690331459045)","(0.4323241114616394, 0.6287403702735901)","(0.50980144739151, 0.6647640466690063)","(0.4966792166233063, 0.7214080095291138)","(0.4747025966644287, 0.7347548007965088)","(0.43983134627342224, 0.6533799171447754)","(0.502560019493103, 0.6825261116027832)","(0.4942212700843811, 0.7238067984580994)","(0.4766336977481842, 0.7331568002700806)"
"(0.4097678065299988, 0.8425014615058899)","(0.46019983291625977, 0.8018420934677124)","(0.48704731464385986, 0.7476256489753723)","(0.5107371807098389, 0.7123559713363647)","(0.5321376323699951, 0.6786319613456726)","(0.4397168755531311, 0.6248136758804321)","(0.5068926811218262, 0.6534572243690491)","(0.495970219373703, 0.7055395245552063)","(0.4734646677970886, 0.7166449427604675)","(0.43330293893814087, 0.6174787282943726)","(0.5120686292648315, 0.652402400970459)","(0.49765849113464355, 0.7117570042610168)","(0.47541433572769165, 0.7263801097869873)","(0.4340493083000183, 0.629155158996582)","(0.5112793445587158, 0.662609338760376)","(0.49856263399124146, 0.7204406261444092)","(0.47700053453445435, 0.7335948944091797)","(0.44027256965637207, 0.6540020704269409)","(0.5023943185806274, 0.6807473301887512)","(0.49455979466438293, 0.7236661314964294)","(0.4773588180541992, 0.7333612442016602)"
"(0.4106109142303467, 0.841679573059082)","(0.4595058262348175, 0.8025625348091125)","(0.48757603764533997, 0.7478453516960144)","(0.5116360187530518, 0.7122629880905151)","(0.5335408449172974, 0.6776535511016846)","(0.4420197606086731, 0.6269334554672241)","(0.5059847831726074, 0.6538515090942383)","(0.4945458173751831, 0.7037685513496399)","(0.47233912348747253, 0.7125522494316101)","(0.43496397137641907, 0.6182963252067566)","(0.5104745030403137, 0.6522088050842285)","(0.4961130619049072, 0.7112378478050232)","(0.47441476583480835, 0.722718358039856)","(0.43527570366859436, 0.6296908855438232)","(0.5101193189620972, 0.6621013879776001)","(0.4977250397205353, 0.71938157081604)","(0.47672873735427856, 0.7288243770599365)","(0.4411405920982361, 0.6547568440437317)","(0.502032995223999, 0.6809326410293579)","(0.49445223808288574, 0.723351001739502)","(0.4778474271297455, 0.7304023504257202)"
"(0.4104519188404083, 0.8416242003440857)","(0.45852482318878174, 0.8047102689743042)","(0.48698046803474426, 0.749495804309845)","(0.5117138624191284, 0.7144677042961121)","(0.5343900322914124, 0.679934024810791)","(0.4418843388557434, 0.6278946995735168)","(0.5044259428977966, 0.6538529396057129)","(0.49377602338790894, 0.7035229206085205)","(0.4725095331668854, 0.7111098170280457)","(0.4350091814994812, 0.61859130859375)","(0.5090603828430176, 0.6515844464302063)","(0.4958687126636505, 0.7110646963119507)","(0.47514471411705017, 0.7214426398277283)","(0.43541327118873596, 0.6295164823532104)","(0.5090124607086182, 0.6613461971282959)","(0.49762997031211853, 0.7184152007102966)","(0.4773184359073639, 0.7263902425765991)","(0.44134271144866943, 0.6540827751159668)","(0.501161515712738, 0.6794276237487793)","(0.4941103458404541, 0.7213481664657593)","(0.477985680103302, 0.7274874448776245)"
"(0.4107309579849243, 0.8423084020614624)","(0.4588736891746521, 0.8051031231880188)","(0.487474650144577, 0.7491806745529175)","(0.5124369263648987, 0.7147610783576965)","(0.5347664952278137, 0.6809535026550293)","(0.44246992468833923, 0.6283416748046875)","(0.5042436718940735, 0.6535955667495728)","(0.49380114674568176, 0.7029911875724792)","(0.4727945029735565, 0.7101917266845703)","(0.4353002607822418, 0.6189091801643372)","(0.5086371898651123, 0.6513548493385315)","(0.4957679212093353, 0.7108741998672485)","(0.4750485420227051, 0.7206581234931946)","(0.43538138270378113, 0.6296926736831665)","(0.5084859132766724, 0.6608401536941528)","(0.49751830101013184, 0.7179534435272217)","(0.4773366451263428, 0.7252036929130554)","(0.44112488627433777, 0.654277503490448)","(0.5008518099784851, 0.6785559058189392)","(0.4941868185997009, 0.7207366228103638)","(0.4782786965370178, 0.7268257737159729)"
"(0.412363201379776, 0.841985821723938)","(0.4597928524017334, 0.8052919507026672)","(0.48905861377716064, 0.7488405108451843)","(0.5139893889427185, 0.7144090533256531)","(0.5363315343856812, 0.6812597513198853)","(0.444557249546051, 0.6295294165611267)","(0.5062336921691895, 0.6520203351974487)","(0.4953251779079437, 0.7018018960952759)","(0.4742036461830139, 0.7106990218162537)","(0.43690377473831177, 0.6202625632286072)","(0.5101130604743958, 0.6496319770812988)","(0.4970129132270813, 0.7100258469581604)","(0.4766860604286194, 0.7205623984336853)","(0.4366397559642792, 0.630824089050293)","(0.5097446441650391, 0.6591913104057312)","(0.4986080825328827, 0.7170005440711975)","(0.47861096262931824, 0.7249054908752441)","(0.44199833273887634, 0.6550683379173279)","(0.5017365217208862, 0.6762937307357788)","(0.4951961934566498, 0.7186132073402405)","(0.4794970750808716, 0.7253047227859497)"
"(0.41433435678482056, 0.8413312435150146)","(0.4603358805179596, 0.8049682378768921)","(0.4887550473213196, 0.7491344213485718)","(0.5138376951217651, 0.7145178318023682)","(0.5370537638664246, 0.6821838617324829)","(0.44404006004333496, 0.6290500164031982)","(0.5050933361053467, 0.6497858762741089)","(0.495556503534317, 0.7009937763214111)","(0.4749639332294464, 0.7109003067016602)","(0.4366719126701355, 0.6203721165657043)","(0.5091704726219177, 0.6487564444541931)","(0.4973568320274353, 0.7094808220863342)","(0.4767100214958191, 0.7212846279144287)","(0.4366215467453003, 0.6310440897941589)","(0.5090931057929993, 0.6585824489593506)","(0.49875780940055847, 0.7166990041732788)","(0.4783008098602295, 0.7258237600326538)","(0.44187718629837036, 0.6552110314369202)","(0.5019230246543884, 0.6747902035713196)","(0.4957517683506012, 0.7181407809257507)","(0.47937697172164917, 0.7270960211753845)"
"(0.4138320982456207, 0.8422940969467163)","(0.460330069065094, 0.8050948977470398)","(0.489334374666214, 0.7499003410339355)","(0.5146517753601074, 0.7149276733398438)","(0.5367900133132935, 0.6814557909965515)","(0.4434414803981781, 0.6301658749580383)","(0.5053494572639465, 0.650429368019104)","(0.4954301416873932, 0.7012922763824463)","(0.4749017357826233, 0.7109435796737671)","(0.43649864196777344, 0.6200168132781982)","(0.5097959041595459, 0.6477674245834351)","(0.4976041615009308, 0.7088092565536499)","(0.47782090306282043, 0.719803512096405)","(0.43691006302833557, 0.6302119493484497)","(0.5100618600845337, 0.657162070274353)","(0.49930620193481445, 0.7162142992019653)","(0.4793608784675598, 0.725044846534729)","(0.44298288226127625, 0.6545277833938599)","(0.5024157166481018, 0.6744570732116699)","(0.4955923557281494, 0.7178629040718079)","(0.4794372022151947, 0.7255256175994873)"
"(0.4129301607608795, 0.8418120741844177)","(0.46009477972984314, 0.8046760559082031)","(0.48923954367637634, 0.7495315670967102)","(0.5143429636955261, 0.7144613862037659)","(0.5361651182174683, 0.6807246804237366)","(0.44438886642456055, 0.6301121115684509)","(0.5053897500038147, 0.6499975323677063)","(0.49596405029296875, 0.7011581063270569)","(0.4755709767341614, 0.711412787437439)","(0.43728500604629517, 0.6199929118156433)","(0.5095948576927185, 0.6464167833328247)","(0.4981878697872162, 0.7077543139457703)","(0.4783291220664978, 0.7204684615135193)","(0.4374403655529022, 0.6302307844161987)","(0.5096636414527893, 0.655733048915863)","(0.49985471367836, 0.7144371271133423)","(0.47981175780296326, 0.723999559879303)","(0.4432199001312256, 0.654484748840332)","(0.5024756193161011, 0.6734252572059631)","(0.49635791778564453, 0.7165073752403259)","(0.480103075504303, 0.724800169467926)"
"(0.41394829750061035, 0.8413510918617249)","(0.460867315530777, 0.8039643168449402)","(0.48929181694984436, 0.7496700286865234)","(0.5143860578536987, 0.7156946063041687)","(0.5357393622398376, 0.682598888874054)","(0.443960040807724, 0.6296576857566833)","(0.5043751001358032, 0.6475984454154968)","(0.49546971917152405, 0.6996158361434937)","(0.47531601786613464, 0.7116683721542358)","(0.43689361214637756, 0.6203939914703369)","(0.508902370929718, 0.6448488831520081)","(0.4979149103164673, 0.7061544060707092)","(0.47757285833358765, 0.7197785377502441)","(0.4371965527534485, 0.6308947801589966)","(0.5091679096221924, 0.6544569730758667)","(0.49985271692276, 0.7130123376846313)","(0.47958144545555115, 0.722942054271698)","(0.44314101338386536, 0.6552121043205261)","(0.5027803778648376, 0.6727904081344604)","(0.49702727794647217, 0.7161123156547546)","(0.4805234968662262, 0.7252717614173889)"
"(0.4124264717102051, 0.8417513966560364)","(0.4610947072505951, 0.8025080561637878)","(0.4889228045940399, 0.7485204339027405)","(0.5141094326972961, 0.7135927081108093)","(0.5352027416229248, 0.6795871257781982)","(0.44221949577331543, 0.6283254623413086)","(0.5050013661384583, 0.6475489735603333)","(0.4962471127510071, 0.6997203230857849)","(0.47531700134277344, 0.7104158997535706)","(0.43574535846710205, 0.6192718148231506)","(0.5104692578315735, 0.6448215842247009)","(0.49942606687545776, 0.7052918672561646)","(0.47839051485061646, 0.7180294394493103)","(0.4364522099494934, 0.6301504969596863)","(0.5101903676986694, 0.6549107432365417)","(0.5006906986236572, 0.7139360308647156)","(0.4801052510738373, 0.7245002388954163)","(0.44280749559402466, 0.6547336578369141)","(0.5032995343208313, 0.6732931137084961)","(0.49708378314971924, 0.716736376285553)","(0.48014673590660095, 0.7262454628944397)"
"(0.4114628732204437, 0.8384160399436951)","(0.46193727850914, 0.800106406211853)","(0.48897889256477356, 0.7480555772781372)","(0.5137414932250977, 0.7114593982696533)","(0.5342246294021606, 0.6791887879371643)","(0.4429369568824768, 0.6248020529747009)","(0.5095499157905579, 0.6448862552642822)","(0.501695990562439, 0.6983131170272827)","(0.48183706402778625, 0.7120431661605835)","(0.43755149841308594, 0.6181192398071289)","(0.5157793760299683, 0.6473409533500671)","(0.5050856471061707, 0.7062856554985046)","(0.4853877127170563, 0.7195416688919067)","(0.4387190043926239, 0.6317859292030334)","(0.5148895978927612, 0.6636484861373901)","(0.5042538046836853, 0.7213447093963623)","(0.48439887166023254, 0.7333791851997375)","(0.4454582929611206, 0.6597013473510742)","(0.5046234130859375, 0.6855356693267822)","(0.49772053956985474, 0.7286806702613831)","(0.48170551657676697, 0.7383381128311157)"
"(0.41379261016845703, 0.8395252227783203)","(0.4611474871635437, 0.8082403540611267)","(0.48993295431137085, 0.7540430426597595)","(0.5151997804641724, 0.7165592908859253)","(0.5395287871360779, 0.6869159936904907)","(0.44973012804985046, 0.6290995478630066)","(0.5132622122764587, 0.6459645628929138)","(0.5045138597488403, 0.6988882422447205)","(0.4853731095790863, 0.7135407328605652)","(0.4425172805786133, 0.6217877268791199)","(0.5184096097946167, 0.6492276191711426)","(0.50697922706604, 0.7101266384124756)","(0.488198459148407, 0.72239089012146)","(0.44265320897102356, 0.6351895332336426)","(0.5173917412757874, 0.6667734980583191)","(0.506047248840332, 0.7248656153678894)","(0.4866812229156494, 0.7345839738845825)","(0.447938472032547, 0.6633082032203674)","(0.506906270980835, 0.6890527606010437)","(0.5002807378768921, 0.7320102453231812)","(0.48553040623664856, 0.7394273281097412)"
"(0.41793566942214966, 0.8432156443595886)","(0.46513131260871887, 0.8104116916656494)","(0.49346673488616943, 0.7569568753242493)","(0.5190140604972839, 0.7205895781517029)","(0.5435470342636108, 0.69482421875)","(0.4542998671531677, 0.630342423915863)","(0.5176789164543152, 0.6507680416107178)","(0.5082998275756836, 0.7051308155059814)","(0.48906970024108887, 0.7217919230461121)","(0.4476282596588135, 0.6237905621528625)","(0.5230278968811035, 0.6539785265922546)","(0.5111309289932251, 0.7156343460083008)","(0.4920024573802948, 0.7298389077186584)","(0.44828203320503235, 0.6378963589668274)","(0.5224207043647766, 0.6707746982574463)","(0.5113323330879211, 0.7294232249259949)","(0.4917774796485901, 0.7406855225563049)","(0.45367154479026794, 0.6670169234275818)","(0.5111965537071228, 0.693591296672821)","(0.5044783353805542, 0.737610399723053)","(0.4894579350948334, 0.7461097836494446)"
"(0.4175701141357422, 0.8433011174201965)","(0.46681344509124756, 0.8130260705947876)","(0.49741318821907043, 0.7614843845367432)","(0.5239359140396118, 0.7285566329956055)","(0.5483354330062866, 0.7090734839439392)","(0.4617537558078766, 0.6343059539794922)","(0.525007963180542, 0.657424807548523)","(0.5146573185920715, 0.7116572856903076)","(0.494814395904541, 0.7304825186729431)","(0.4554300010204315, 0.6259446144104004)","(0.530069887638092, 0.6611104011535645)","(0.5168167948722839, 0.7229528427124023)","(0.4970429241657257, 0.7383854389190674)","(0.4563591778278351, 0.6395596861839294)","(0.5293883085250854, 0.6761094927787781)","(0.5169890522956848, 0.7352118492126465)","(0.496725857257843, 0.7465470433235168)","(0.4614194333553314, 0.6698263883590698)","(0.5178941488265991, 0.6978580355644226)","(0.5105173587799072, 0.7408843636512756)","(0.49503958225250244, 0.7490399479866028)"
"(0.41874217987060547, 0.8475650548934937)","(0.469020277261734, 0.8174238801002502)","(0.49972549080848694, 0.766200602054596)","(0.5267049074172974, 0.7340860366821289)","(0.5512486100196838, 0.7145594358444214)","(0.4662303030490875, 0.63508141040802)","(0.5300160646438599, 0.6644571423530579)","(0.5189730525016785, 0.7197646498680115)","(0.49828577041625977, 0.7407388687133789)","(0.4596704840660095, 0.6277951002120972)","(0.53564453125, 0.67091965675354)","(0.5206751227378845, 0.7338114976882935)","(0.4986899793148041, 0.7533864974975586)","(0.4601258635520935, 0.6416404843330383)","(0.5343001484870911, 0.6849079728126526)","(0.5195419788360596, 0.7453500032424927)","(0.4976252019405365, 0.760280191898346)","(0.4641123414039612, 0.6715533137321472)","(0.5229218602180481, 0.7037328481674194)","(0.5156653523445129, 0.748304009437561)","(0.5005385875701904, 0.7591437101364136)"
"(0.4186244308948517, 0.8468673825263977)","(0.46878764033317566, 0.8181970119476318)","(0.4992210566997528, 0.7690472602844238)","(0.5262115597724915, 0.7382088899612427)","(0.5519945621490479, 0.715215802192688)","(0.4654988646507263, 0.6358289122581482)","(0.5282928943634033, 0.6594207286834717)","(0.5181947946548462, 0.7127910852432251)","(0.4984933137893677, 0.7294151186943054)","(0.4591772258281708, 0.6289935111999512)","(0.5344296097755432, 0.6678783893585205)","(0.5203783512115479, 0.7287275791168213)","(0.49846890568733215, 0.7438253164291382)","(0.4593648612499237, 0.6436559557914734)","(0.5330089926719666, 0.6844591498374939)","(0.5189398527145386, 0.7439946532249451)","(0.49733155965805054, 0.7562512755393982)","(0.46345460414886475, 0.6736606359481812)","(0.5226844549179077, 0.7051553130149841)","(0.5152114629745483, 0.7494786977767944)","(0.49964481592178345, 0.7593659162521362)"
"(0.4143037796020508, 0.8461455702781677)","(0.46914127469062805, 0.8153460621833801)","(0.49832668900489807, 0.7663617730140686)","(0.5244428515434265, 0.73573237657547)","(0.5480712056159973, 0.711021363735199)","(0.4599930942058563, 0.6322855949401855)","(0.5256806015968323, 0.6571979522705078)","(0.5158092379570007, 0.7121477127075195)","(0.49511295557022095, 0.7311947345733643)","(0.4544318914413452, 0.6271584630012512)","(0.5329908132553101, 0.6668015718460083)","(0.5198116898536682, 0.7275702953338623)","(0.49717944860458374, 0.742646336555481)","(0.45562154054641724, 0.6422634720802307)","(0.5317218899726868, 0.6825969219207764)","(0.5186818242073059, 0.7416715025901794)","(0.4964488744735718, 0.7533410787582397)","(0.46131467819213867, 0.671980619430542)","(0.5208420753479004, 0.7043134570121765)","(0.512846052646637, 0.749309778213501)","(0.49611085653305054, 0.7588953971862793)"
"(0.41607847809791565, 0.8482494354248047)","(0.47124984860420227, 0.8139022588729858)","(0.49865958094596863, 0.7623290419578552)","(0.5233998894691467, 0.7303561568260193)","(0.5461088418960571, 0.7048279643058777)","(0.45862138271331787, 0.6296631097793579)","(0.524827778339386, 0.6552671194076538)","(0.5144534707069397, 0.7100282907485962)","(0.49371108412742615, 0.7278421521186829)","(0.4531884491443634, 0.6253875494003296)","(0.5327524542808533, 0.6665055155754089)","(0.518218994140625, 0.7271265983581543)","(0.49522143602371216, 0.7424009442329407)","(0.45491498708724976, 0.6411596536636353)","(0.5314048528671265, 0.6832581758499146)","(0.5172784924507141, 0.7430047392845154)","(0.49504339694976807, 0.7567176818847656)","(0.4610297679901123, 0.6712134480476379)","(0.520267128944397, 0.7047156691551208)","(0.5123564004898071, 0.7490185499191284)","(0.496182918548584, 0.7593704462051392)"
"(0.4135816693305969, 0.8478313684463501)","(0.4697461724281311, 0.8122570514678955)","(0.49740147590637207, 0.7623928785324097)","(0.5228488445281982, 0.7310618162155151)","(0.5461254715919495, 0.7084766626358032)","(0.4589177370071411, 0.6295119524002075)","(0.526081919670105, 0.6614400148391724)","(0.5145599246025085, 0.7186471223831177)","(0.4931430220603943, 0.736322820186615)","(0.45403480529785156, 0.6253848671913147)","(0.5345506072044373, 0.6700273156166077)","(0.5183892846107483, 0.7321696877479553)","(0.4945596158504486, 0.7489646077156067)","(0.4559093117713928, 0.6410270929336548)","(0.5322167277336121, 0.6844559907913208)","(0.5170644521713257, 0.7462033033370972)","(0.4944393038749695, 0.7622602581977844)","(0.4618515968322754, 0.670732319355011)","(0.5198371410369873, 0.7019646167755127)","(0.5111526846885681, 0.7468258738517761)","(0.4948711395263672, 0.7586033940315247)"
"(0.41552722454071045, 0.8467980623245239)","(0.4698323607444763, 0.8091926574707031)","(0.4972345232963562, 0.7599435448646545)","(0.5225260257720947, 0.7292917966842651)","(0.5443262457847595, 0.7036689519882202)","(0.4581153392791748, 0.629185676574707)","(0.5237075090408325, 0.6559756398200989)","(0.5141206979751587, 0.7121461033821106)","(0.4941648840904236, 0.7325614094734192)","(0.4535568952560425, 0.6254469156265259)","(0.5320470333099365, 0.6668059825897217)","(0.5177803635597229, 0.7283897995948792)","(0.49515488743782043, 0.7471944093704224)","(0.455189973115921, 0.6409658193588257)","(0.5306758284568787, 0.6841850876808167)","(0.5161925554275513, 0.7455615401268005)","(0.49416419863700867, 0.7631241679191589)","(0.46094071865081787, 0.6703136563301086)","(0.519813597202301, 0.7032264471054077)","(0.5118399262428284, 0.7479526996612549)","(0.4957897961139679, 0.7609450221061707)"
